x,y,month,day,ffmc,dmc,dc,isi,temp,rh,wind,rain,area
1,2,aug,fri,0.21533127047926337,-0.7786897683379421,-0.6014794048530208,-0.26062859050290116,0.11093621785856474,-0.11980214569613717,0.6785533006244217,-0.07319741616621764,-1.0128983753597676
6,4,sep,tue,0.02813696195403333,0.06417233814106024,0.6094718995777805,-0.20730290302636706,-0.6322986241873046,0.9664870291779967,0.5417533210490226,-0.07319741616621764,0.9942940316624864
2,4,sep,thu,-0.37040575942226367,0.831078580823818,0.607337744330484,0.12684273543546318,-0.6870028697172594,-1.182058374223498,-1.0144832466007152,-0.07319741616621764,0.9476749880331989
4,4,feb,mon,0.4447952615747055,0.40794839399274435,-1.9093292617897761,-0.048615978197003466,1.2073848921534018,1.3305861663316054,1.999493903404473,-0.07319741616621764,-1.0128983753597676
3,5,jun,fri,0.01907917283184484,-0.2681230853351336,-1.1401797106641225,-0.37760106625787904,0.11380650234624745,-0.5692182423807899,0.45064453465180704,-0.07319741616621764,-1.0128983753597676
1,2,aug,fri,-0.2707700790781889,-0.4570483717062034,0.3350313911934926,0.664185045934893,-0.6783920162542112,1.2693021531473345,-0.6237825049333761,-0.07319741616621764,-1.0128983753597676
3,4,sep,fri,0.4665339554679586,-0.01315201703434273,0.5960907461772315,1.2366190991608161,0.15341642827627058,0.4113259685675432,0.4869238892352029,-0.07319741616621764,-1.0128983753597676
7,4,aug,sat,-0.14094176832681896,-0.10886375302233083,-0.06801963581583603,-0.4068441851966234,0.2200070283905118,0.18661792022521687,0.9948348534027437,-0.07319741616621764,-1.0128983753597676
7,2,aug,fri,0.7165289352403619,0.1269025134407397,0.3271705860326175,-0.28987170944164553,1.2590500129316928,0.7177460344888973,-0.5121537215998505,-0.07319741616621764,0.5390549953855629
4,5,mar,sun,0.9882626089060182,0.21121627760634118,0.4686650789283746,-1.232962295216155,1.1040546505968207,0.10490590264618913,-0.5121537215998505,-0.07319741616621764,1.3780515162469975
2,2,sep,fri,0.325750033111658,0.1273486180130445,0.32515499496572625,0.6375529197585363,0.08305345426393165,-0.56921824238079,1.194171966498325,-0.07319741616621765,-1.0128983753597676
2,3,aug,sun,0.024843220455055878,-0.39941977195665096,0.38745508248781557,-0.5231520446120844,0.24140369457142014,-0.48564913349314787,-0.7252632170547628,-0.07319741616621765,-1.0128983753597676
4,4,sep,thu,0.1386419892447338,0.3112998384029161,0.6940484720281401,-0.41049957506396656,-0.2771262448761526,-0.14023015009089412,-0.6516897007667574,-0.07319741616621764,0.4946347353163815
7,4,sep,wed,0.1730615879090491,0.8747968289096856,-2.145153416616038,-1.8032031145216723,0.0018654073266172325,0.22747392901473076,0.9948348534027436,-0.07319741616621764,1.284714138704499
7,6,aug,mon,0.24190078523768327,-0.5700912703282319,0.21623245371092986,0.46021429133715025,-0.22890546548308127,-0.12797334745403996,0.0571530734011295,-0.07319741616621764,0.7269732387478743
4,4,aug,tue,0.8071068264622473,0.47508713212461234,0.23324404231549073,1.9033622109641901,0.08797394195710186,1.6370062322529595,1.999493903404473,-0.07319741616621764,1.021447581392781
3,4,aug,sun,0.12777264229810797,0.4889442554018292,0.2121307258898063,0.4585693658968458,-0.021814439696765636,-0.2244956682192665,0.7297164929856208,-0.07319741616621764,1.0502900331883118
1,3,sep,mon,-0.18924997697849275,-0.19057524051615451,0.46893382440395986,-0.2898717094416456,-1.2553191982784582,2.086422328937612,1.7576315395151678,-0.07319741616621764,0.9352361748295536
4,5,sep,mon,0.052291066279868924,-0.25927534465108903,0.7315653404198735,-0.36663489665584986,-0.31099560183080993,0.4623959795544355,0.9762300561804894,-0.07319741616621765,-1.0128983753597676
2,4,aug,sun,0.5851909929686293,0.3704756099191437,0.03576650753683291,1.5743771229033148,0.6778174041759217,-0.507934229196519,1.1064636367362692,-0.07319741616621764,0.6905204934204455
6,5,sep,wed,0.4502299350480202,0.241506778065835,0.46983412174717126,0.019374273335577247,1.3727132786439327,-1.2249571834524875,0.12971178256792112,-0.07319741616621764,-1.0128983753597676
8,6,aug,thu,0.5202768375929439,1.3858839672468495,0.4302344759196504,0.956616235322338,1.2533094439563273,-0.6305022555650607,0.9669276575693625,-0.07319741616621765,-1.0128983753597676
3,4,aug,sun,0.7889912482178713,-0.9582468586906118,0.6158032268114269,-0.9478418855633963,-0.32534702426922407,1.146734126778793,0.7715772867356929,-0.07319741616621764,1.2407832502483174
8,5,jan,tue,-0.8051796372873123,1.009074305173421,0.999571765947497,0.03911337861922966,-0.6353377489389689,-0.5692182423807898,1.2739068117365573,-0.07319741616621764,-1.0128983753597676
4,4,sep,thu,0.3179862138640679,-0.22908893525846621,0.7718099753887997,-0.09248065660512042,0.001865407326617538,-1.2433423874077687,0.7436700909023114,-0.07319741616621764,1.4396169566263637
3,3,feb,sat,-3.3353220654186466,-1.591120545266978,-1.9274695813917964,-1.7885815550523,-0.6927434386926251,-0.7734982863283593,0.10180458673453979,-0.07319741616621764,-1.0128983753597676
1,4,sep,sun,0.09953365268187264,-0.12567139882004885,0.6132185276785898,-0.3053533606445103,-0.3395296064436568,0.6023878920243875,-1.21147521718929,-0.07319741616621764,1.2618783553266366
4,4,apr,fri,-1.3848781411073798,-1.3673247514940854,-1.8649862583181713,-1.474218026460797,-0.37701214504751496,-1.488478440144852,-0.5121537215998505,-0.07319741616621764,-1.0128983753597676
5,4,aug,fri,0.10059927493154142,0.9497423970568869,0.6374372375960582,-0.38491184599256517,0.11093621785856474,1.2488741487525776,1.0878588395140152,1.503596923747721,0.38566734191728796
2,3,oct,mon,0.8071068264622473,0.16905939552354043,-1.402609667573347,0.7628805723531557,-0.6008943350867748,0.10490590264618913,1.2739068117365573,-0.07319741616621764,-1.0128983753597676
7,4,aug,fri,0.19721569223488644,0.9716015210998205,0.05103460986853311,1.6109310215767456,-1.5595693539728368,2.883114500333132,1.1622780284030318,0.1520589181072021,1.0977181636802753
7,5,sep,mon,0.06436811844278757,-0.1760024911541988,0.23324404231549073,0.43389548429228025,-1.8408572337657536,-1.0594903478549562,-1.2377408132677663,-0.07319741616621764,-1.0128983753597676
7,4,sep,sun,0.06436811844278757,-1.5906000899326223,0.6738522495378911,-0.026683638992945187,-0.5147858004562902,1.146734126778793,-1.2377408132677663,0.6025715866540416,1.0538668957625112
3,5,aug,sat,0.6682207265886907,0.8128626441213732,0.33254549554432716,2.480913810004394,0.21426645941514613,0.47260998175181407,0.5855293145131503,-0.07319741616621764,-1.0128983753597676
4,4,aug,mon,0.5851909929686283,0.6671351505018153,0.39882484846059696,1.40714303647237,0.2365111641946881,0.472609981751814,-1.0354136434757515,-0.07319741616621764,-1.0128983753597676
8,4,aug,fri,-0.37040575942226367,-1.6749138540982238,-1.8041154080980595,0.1926397530476384,0.8457290467053669,1.3305861663316054,0.7715772867356929,-0.07319741616621764,-1.0128983753597676
7,4,sep,thu,1.006378187150397,-1.4266566596106196,0.26226855367872315,0.6751512155369221,-1.5136448021699118,0.16618991583045994,-1.0144832466007152,-0.07319741616621764,0.3732621349904707
6,5,mar,sat,0.2092927443978038,-0.9301422706354113,1.117282284253939,-0.4433980838700541,1.4829322029709529,-1.182058374223498,0.7715772867356929,-0.07319741616621764,0.5066021048748314
3,5,sep,mon,-1.6384962365286602,1.7413549606117,-1.8484584115696643,0.34616612747604675,-1.255319198278458,2.5562664300170215,-0.009824196598985794,-0.07319741616621764,0.9184548930685048
3,4,aug,fri,0.37837147467865656,0.7118943092563939,0.576566387375946,1.026068642801856,0.937578150311217,-0.46707822040700514,-1.5912319604905971,-0.07319741616621764,0.12640081849570475
3,4,aug,mon,-0.42475249415539446,0.40794839399274435,0.6690148309773523,0.34616612747604675,-0.25646019656483665,-0.7530702819336023,-1.2377408132677663,-0.07319741616621764,1.1728465311460823
8,4,aug,sun,0.336101792108444,-1.684282050116624,0.5819412968876555,0.7190158939450391,1.3623802544882746,-0.14023015009089412,-0.23308176326603675,-0.07319741616621764,-1.0128983753597676
4,4,sep,fri,0.3012641416384878,0.030578241559240653,0.5858794517414277,0.1184072203569792,0.35159853259504736,-0.2486557118784502,0.28642142070921656,-0.07319741616621765,-1.0128983753597676
7,5,aug,tue,0.9882626089060182,1.0965108013451559,0.4968833538648504,1.1576626780262063,1.4484887891187592,1.146734126778793,0.49250532840187916,21.55141067408208,-1.0128983753597676
4,4,jul,sat,0.23827766958880706,-0.3682066461317085,-0.46717385342917533,-0.07274155132146778,0.9972800676550196,-0.6366306568834877,-1.1261120299342409,-0.07319741616621764,-1.0128983753597676
3,4,mar,fri,0.12324374773701333,-1.233242445980733,-1.9448540543437323,0.1597412442415508,-0.8678307924412771,-0.96756432807855,2.2506586659049055,-0.07319741616621764,0.6106589749832406
2,4,feb,sat,0.4810264180634602,0.4735257661215453,0.399731864440698,-0.3337363878497623,1.2934934267838865,0.9015980740417097,-0.23308176326603675,-0.07319741616621764,-1.0128983753597676
2,2,feb,fri,-1.3124158281298721,-1.619745588656534,-2.0677547196474184,-1.2987593128283301,-1.9786308891745288,0.9220260784364666,-1.5726271632683428,-0.07319741616621764,0.7154759922708982
8,4,aug,sat,0.5027651119567136,0.10410656979596597,0.11271169651540158,0.183866817366015,0.4944062254129893,-0.14023015009089415,-0.8023885582670168,-0.07319741616621764,-1.0128983753597676
4,5,sep,thu,0.4447952615747055,-1.6030910179571558,0.6706273038308651,0.34616612747604675,-1.8408572337657536,-0.6917862687493315,3.004152953406203,-0.07319741616621764,-1.0128983753597676
9,5,aug,wed,0.521786469113309,-0.41625768487608605,-0.48264351486756485,0.9191484891820714,1.000724409040239,-0.6994467703973652,0.42273733881842557,-0.07319741616621764,1.2612607267607756
2,4,aug,sun,0.521786469113309,1.7678981826638336,0.6224546773321674,0.1378089050374924,0.9490592882619484,0.05894289275798602,0.18552617423468387,-0.07319741616621764,0.7370813459080076
2,2,mar,sun,-0.17475751438299034,-0.9395104666538115,-1.8004067205349799,0.25405030281900165,-1.5033117780142535,-0.06668933426976915,0.7492515300689876,-0.07319741616621764,-1.0128983753597676
4,4,mar,fri,0.13924584185287997,-1.2614641364861636,-1.9310976453122,-0.16558845395198152,-0.4114555588997086,-1.047233545218102,0.43669093673511633,-0.07319741616621765,1.2618783553266366
5,4,jan,mon,0.4810264180634602,-0.5054507178012709,0.23324404231549073,-0.3337363878497623,1.2934934267838865,0.4113259685675432,-0.23308176326603675,-0.07319741616621764,0.6895021928006311
4,4,aug,sun,-2.5533329378697025,-0.7755670363318088,0.17277631030875712,-1.6441936552922491,1.1169709307913935,-0.5385762357886544,-0.5540145153499225,-0.07319741616621764,-1.0128983753597676
3,4,aug,tue,-0.026209772779097886,-1.461006711678087,0.483983571036747,-0.8820448679512213,1.431267082192662,2.801402482754105,-0.5121537215998505,-0.07319741616621764,0.732925525950363
2,4,sep,tue,-0.916892369794304,-0.6516986667551844,0.5456606576836154,-1.2000637864100674,0.46685149433123446,-0.4568642182096267,-0.38192014104407074,-0.07319741616621765,-1.0128983753597676
1,2,aug,tue,-1.0950288891973474,0.9372514690323533,0.3356360685135603,-0.3337363878497623,-0.8592199389782287,0.472609981751814,1.4971643784036086,-0.07319741616621764,0.785684418914482
8,4,mar,sun,0.19117716615342775,1.8771938028785022,-1.7968592802572514,0.4996925019044555,1.1212763575229172,-0.32408218964370655,-1.5168127716015802,-0.07319741616621764,0.9277021464334145
4,4,sep,thu,0.4017707632443117,0.261863087330817,0.6484558020950628,-0.0006389861881260367,0.7886821425126707,-1.1590768692793962,-1.1575076252467948,-0.07319741616621764,0.8568902531091237
1,3,aug,sun,0.3373957619830423,0.8337552082576467,0.5011736834215185,-0.1755102264490556,1.184012575610842,-0.49480194065703254,-0.22909502100412518,-0.07319741616621765,1.2240561393593008
2,5,jan,sun,-9.023613634153053,-1.1154243696659922,-0.7148899955500948,-1.9201755902766502,-1.6456778886033216,2.7605464739645913,-0.4005249382663251,-0.07319741616621764,-1.0128983753597676
1,4,aug,sat,0.2092927443978038,1.8771938028785022,-2.09476363994376,-0.6188567975025209,0.9835027021141424,-0.32408218964370655,-1.5168127716015802,-0.07319741616621764,0.3732621349904707
2,4,aug,tue,0.39407164249045057,0.19029397316524738,0.030959322842297476,1.3506672630219199,0.39107598385640785,0.2519875342884391,2.2450772267382293,-0.07319741616621764,0.17297611644489297
7,4,oct,sun,0.16581535661129868,-1.0753493089206136,0.5431613247606704,-0.3907604697803139,-0.5767839453902391,-0.2995685843699982,-1.193089299934356,-0.07319741616621764,0.5370332493808091
3,4,sep,wed,0.10059927493154228,0.37203697592221024,1.0866453000371936,-0.39953340546193733,-0.06702142037777022,-0.8756383083021438,-0.7354112882669015,-0.07319741616621764,-1.0128983753597676
8,6,aug,mon,0.0975800118908125,1.2482235313098027,0.44958415016180514,-0.0010959099215439583,-1.0084747323377357,1.7902162652136369,-1.0423904424340966,-0.07319741616621765,0.457215791596721
4,3,sep,mon,0.1730615879090491,-0.03860228288432966,0.8709770558798432,-0.6188567975025209,-1.5653099229482026,2.5562664300170215,-1.2377408132677663,-0.07319741616621764,-1.0128983753597676
3,4,sep,sat,0.1481526678230317,-0.2488011810471833,0.7414753298320883,-0.34744409985229874,0.7983693526586002,-0.6611442621571959,-0.2540121601410728,-0.07319741616621764,-1.0128983753597676
4,3,sep,sat,0.5897198875297243,0.6156100724006147,-0.46213487576194756,-0.26793937023758724,2.326795842349702,0.5951780081203556,-1.7400703382686311,-0.07319741616621764,0.6233970694967914
1,5,aug,tue,0.9520314524172651,1.1211803841936097,0.4741474866303183,1.2980296489321799,2.2165769180226818,-1.0594903478549562,-0.9028544632671898,-0.07319741616621764,0.7560112562550386
6,5,sep,mon,0.18416468425237784,-0.004705530624204451,0.7730973529089434,-0.31180404864570394,0.2363028370947756,-0.25291365820390815,-0.9622697834285824,-0.07319741616621761,0.732925525950363
2,2,aug,mon,0.31436309821519065,1.3800548675020674,0.5671065466353371,-0.03984304251538039,1.3899349855700296,-0.7653270845704564,-1.2042521782677087,-0.07319741616621764,0.6192318749577299
4,5,mar,mon,-0.524388174499468,-1.2902601866284364,-1.9367988886156924,-0.8303472112559408,-1.2700806613579698,-0.00015240566970368169,0.9549674307836273,-0.07319741616621765,0.9283977421228392
1,2,sep,sun,0.2576009530494767,0.16489575284869584,0.5132768278755648,-0.2971824891763317,0.5988845807646442,-1.1003463566444702,1.4227451895145915,-0.07319741616621764,1.0554382653469314
2,4,aug,thu,-0.009388164409319747,2.480773289206855,1.0459015663278945,-0.5624593538349424,0.021547358099299578,0.5382714244492469,-0.3726177424329436,-0.07319741616621765,0.7677885521450484
6,3,sep,mon,0.1730615879090491,2.7531201305989166,-1.2732087210789367,0.12684273543546318,-0.3597904381214178,-0.07894613690662332,-1.5168127716015802,-0.07319741616621764,-1.0128983753597676
8,5,jul,sun,0.13683043142029697,1.9880507890962373,-1.9363381820861172,-0.20214235262541222,-0.39423385197361155,-1.0594903478549562,-1.2377408132677663,-0.07319741616621764,1.6927855738311202
2,4,jul,sat,0.15494600966467262,-0.33994592147620145,-0.5133980752298785,-0.11075760594183565,0.3893538131637983,0.7586020432784112,-0.8284352743781728,-0.07319741616621765,1.3265447814172155
5,4,sep,fri,0.1957060607145214,0.02072962523220459,0.5806815524708487,0.008956412213649553,-1.031437008239198,1.7059507470852642,-0.08656898514078452,-0.07319741616621764,0.7514282216287275
2,4,aug,wed,0.7455138604313662,0.6204503070101213,0.3090705782519351,1.188367952911888,1.880753632963792,-1.0656187491733833,0.07947883006783465,-0.07319741616621764,0.9790819870747355
6,4,mar,mon,-0.4194243829070481,-1.1602141434402387,-1.769138974878478,-0.8665632167483565,-0.8875851033270942,-0.22674875693927646,-0.7485440863061398,-0.07319741616621764,1.3220659958739172
6,3,sep,thu,0.3904485268415747,0.1269025134407397,0.9495851074885971,-0.3337363878497623,0.0018654073266172325,-0.6305022555650607,1.7762363367374223,-0.07319741616621764,-1.0128983753597676
6,4,aug,thu,0.08248369668716364,0.09879792538553926,-2.1334629884280694,-0.6188567975025209,0.9835027021141424,-0.14023015009089412,-1.5168127716015802,-0.07319741616621764,2.067633974825218
2,2,aug,sun,0.3587462649139147,1.3908282929232276,0.24160874524308912,-0.04861597819700366,0.4539352141366616,0.2581159356068662,-1.1400656278509316,-0.07319741616621764,-1.0128983753597676
4,6,dec,fri,-1.0708747848715099,-1.31163603071804,-0.787048155744797,-1.284137753358958,-2.5928717695386525,0.7790300476731681,0.32506215340159084,-0.07319741616621764,-1.0128983753597676
8,4,aug,tue,0.336101792108444,0.40794839399274435,-1.7904093888431998,1.7059711581276653,-0.2736819034909332,0.3500419553832724,-0.009824196598985794,-0.07319741616621764,0.741967581937521
6,6,sep,sun,0.26363947913093455,-1.3345360654296847,-1.8831265779201916,0.7628805723531557,1.9479182899755698,1.391870179515876,-1.5168127716015802,-0.07319741616621764,0.3732621349904707
1,4,sep,sun,0.08610681233603987,2.233497524778322,1.0539927247535577,-0.39514693762112574,-0.6318934075537493,1.8821422849900427,2.144611321738056,-0.07319741616621764,-0.013373894052472916
7,4,aug,sat,0.47498789198200203,1.9391279876668144,0.7168515256315685,0.009870259680485364,1.1987740386903536,-0.7632842841309807,-0.3726177424329436,-0.07319741616621765,-1.0128983753597676
8,6,mar,fri,-0.1856268613296165,-0.540737589470578,-1.5485384608162647,-0.31619051648651564,-1.1003238359435856,2.409184798374772,-0.3000590332661521,0.0619563843978342,1.3179741529158135
5,4,aug,thu,0.7527600917291166,1.7413549606117,0.607337744330484,1.0699333212099726,0.24296930429197452,-0.14023015009089412,-0.7354112882669015,-0.07319741616621764,0.7823533004833555
1,4,aug,thu,0.07213193769037769,0.6863176471109205,0.3584986300437251,-0.38386744888761004,0.09043418580368742,0.11366076167251357,0.04599019506777701,-0.07319741616621765,0.9600553519792384
7,4,feb,sun,-0.8736162662105148,-1.4299528767282048,-1.9991350415479252,-1.1817868370733524,-1.2955031811060174,1.017356765611999,-0.7540160854891558,-0.07319741616621764,-1.0128983753597676
2,4,aug,sat,0.3024585753688866,2.153332533135154,0.8423556627299893,-0.08934746529025483,-0.3966940958201972,1.470663910752796,0.2772212462586513,-0.07319741616621765,-1.0128983753597676
5,6,sep,sun,-0.334174602933509,-0.3337004574639347,0.47309937927553475,1.091865660414031,1.5001539098970502,-0.26279817645943576,-0.7354112882669015,-0.07319741616621764,0.925602160806488
7,4,jun,sun,0.6621822005072311,-0.22752756925539963,-1.402609667573347,10.325380465322601,0.36352125277465286,-0.0176621237223525,0.26924776173482795,-0.07319741616621764,-1.0128983753597676
1,2,jul,sun,0.39044852684157555,-0.5335553058564714,-1.0097037822673702,1.1064872198834033,-0.3655310070967835,2.188562350911397,0.9204156645137268,-0.07319741616621764,-1.0128983753597676
1,2,aug,sun,0.7165289352403619,-1.5031635937608876,0.9495851074885971,-0.026683638992945187,-0.583672628160678,1.2080181399630638,0.26924776173482795,-0.07319741616621764,1.0435786168589247
6,5,jun,mon,-0.46098365064414915,0.00511596520153769,1.117282284253939,1.5085801052911398,-0.15312995500825485,1.146734126778793,-0.7354112882669015,-0.07319741616621764,-1.0128983753597676
7,4,sep,mon,-1.6384962365286602,1.0996335333512894,0.30741779357708454,2.473603030269708,-0.32534702426922407,-1.182058374223498,-1.2377408132677663,-0.07319741616621764,0.8843644788359418
2,5,aug,mon,0.7527600917291166,-1.211188151187416,0.5351795841357818,-1.2768269736242717,-1.5653099229482026,-1.1207743610392271,-0.7354112882669015,2.62987859511482,0.8564102229714342
6,5,feb,thu,-1.6425219205829655,-1.569434906335496,-2.0270845710088157,-1.2378361483726124,-2.154675004419075,1.773192928218006,0.5607229182168112,-0.07319741616621764,-1.0128983753597676
2,4,aug,sun,-2.7314694572727443,-0.7724443043256753,0.4739056157022914,-1.6423659603585776,0.19704475248904915,1.6370062322529595,1.3297212034033203,-0.07319741616621764,0.320712492420089
