index,class,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vedge-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturatoin-mean,hue-mean
14,BRICKFACE,-1.684754587668003,-1.3815587289354279,,-0.35697002707839776,-0.19450958515968583,0.1010511700585948,-0.07404001685675632,-0.009926031260237098,-0.11416239319784062,-0.47963796068178954,-0.44204909666232955,-0.43571708032590273,-0.5631530360301359,0.7310910903123816,-0.10036907620522943,-0.5630576360593178,-0.46398954129685566,0.13485402510359068,-0.25290854414836994
1333,BRICKFACE,-0.8212267053891237,-1.2075968276500464,,-0.35697002707839776,-0.19450958515968583,-0.043040145736156915,-0.08997916467277559,0.08240767166944314,-0.06655267094555666,-0.32635345771688545,-0.28665679487263906,-0.26724100084082497,-0.4317682460060394,0.625577566629367,0.12671482132913042,-0.8419986546351049,-0.2931359840078157,0.023098144452999098,-0.257455647517311
364,WINDOW,1.0291901852084748,-1.9208406229201105,,-0.35697002707839776,-0.19450958515968583,-0.04304025689222587,-0.08587978170840167,-0.5947080140375611,-0.13590480574695116,-0.727027488701273,-0.7623475041523868,-0.6501410728843535,-0.7770352485113433,0.27066856315951116,-0.0833377519564833,-0.13021822895467772,-0.6814394131641244,0.9016109640409478,-0.46024728177080493
1927,PATH,0.7687611413465906,0.6711917062320744,,-0.35697002707839776,-0.19450958515968583,0.2863105810267467,0.03224850104475875,3.0370942538742374,0.024132126050939673,0.1344701790709806,0.1034094794209385,0.1641596486661532,0.12738099647961235,-0.3911888406654907,0.30838188826274787,-0.13021822895467772,0.144352446458646,-0.6192042260911197,-0.6241914927910661
2167,SKY,-0.41002295192299065,-0.9118615954648976,,-0.35697002707839776,-0.19450958515968583,-0.31063897057710954,-0.10311043178465881,-0.056093436728846084,-0.07618793843740446,1.7973159088120088,1.8222384032281274,1.7978664205473196,1.752885596843489,-1.2352970128637615,1.4778637178688163,-1.2652194178671843,1.801113539168035,-0.9400810030592236,-0.504914606462631
336,PATH,-1.588807045192572,0.8277574173889177,,-0.35697002707839776,-0.19450958515968583,-0.14596273647311747,-0.10488634243901417,0.09779662215772314,-0.1122510073789254,0.2324558728632949,0.23343163744882503,0.29945097621022315,0.14876919572842043,-0.18016194869208293,0.6376535269141023,-0.8997104313025878,0.281552959741651,-0.5210052544613398,-0.4192136018158829
1954,WINDOW,0.5631592646135241,-0.23341018045190964,,-0.35697002707839776,4.390359207890052,-0.4753137448313957,-0.12194006281758435,-0.0868711161038987,-0.10112635304342885,-0.20314373145953418,-0.28031428747362847,-0.08600171427537687,-0.26677340109181796,-0.5350710989216367,0.6149450094259896,-0.5053456862560718,-0.109339109550174,0.02160192934316344,-0.530060344347918
2157,SKY,-0.8486402889535325,-1.5729168203493475,,-0.35697002707839776,-0.19450958515968583,-0.4753139819643429,-0.11995801859748402,-0.47159626332032195,-0.13910080295787544,1.9457497723111443,1.853951254179024,2.0173958797299387,1.927046867862624,-2.4151299939037907,2.073958942509777,-1.0920836550253281,2.023740924288376,-0.7348050642124898,-0.6002089974935876
831,WINDOW,0.6179864317423418,-0.1812216100662952,,-0.35697002707839776,-0.19450958515968583,0.3480643355498472,-0.11340275063195344,-0.33309515492203273,-0.12846398053621122,-0.22836776392457117,-0.24225901474804207,-0.21363500270121216,-0.23010786166700822,0.05964149852763505,-0.08901494519584975,0.09101079653392286,-0.23877351604099847,-0.5467245176762056,-0.5651547312902575
596,CEMENT,0.43979813857368416,-1.7990672920203434,,-0.35697002707839776,-0.19450958515968583,-0.2077158611118271,-0.11035884615216346,0.6979673532119516,-0.06400992919915945,-0.04112789409693948,-0.023441325012401707,-0.032395624239754214,-0.06816852878661259,0.19393137026679796,0.024527080212136083,-0.2360234846886086,-0.05497654839054125,-0.7224192851567477,-0.441526168418381
1518,SKY,0.8098815166932039,-1.8860482426630343,,-0.35697002707839776,-0.19450958515968583,-0.5370668917013192,-0.1216923284177165,-0.45620821031814734,-0.1381561540586852,2.7170227694363147,2.8972995865822595,2.43348056587046,2.8528513671006697,-0.5734396090387593,0.3367673435208737,0.004442871829053997,2.445697257661496,-1.409572657107466,-0.6248320656869668
966,SKY,-0.451143327269604,-1.0684273066217411,,-0.35697002707839776,-0.19450958515968583,-0.0018720876147794926,-0.09807678102697934,-0.14842774906267198,-0.12792748885069885,2.263960522512291,2.2693877864001673,2.1858720511110263,2.327312262002565,-1.7916408412082085,1.335936441578187,-0.466871110765829,2.1945945747702313,-1.0214279322101112,-0.6344944985687928
283,PATH,1.3444463961991766,1.1582850298311427,,-0.35697002707839776,-0.19450958515968583,0.03929737848347127,-0.10427856420867254,-0.10226006659217869,-0.11522866903913889,0.2576799315225186,0.26197307772229467,0.31221441303061864,0.18543470765408945,-0.17056982116280253,0.5752054742523546,-0.8035239925769805,0.29449650989229204,-0.5898421433660108,-0.42853895577915707
1033,PATH,-0.27295503410094635,1.1408888397026045,,-0.35697002707839776,-0.19450958515968583,0.05988196332450481,-0.09360019992253495,0.5594666049161121,-0.08141526489556622,0.637980648090198,0.6330118012774,0.7180883037668186,0.5398681087651661,-0.5638473088510102,1.0577585712975885,-1.2267448423769411,0.7060979565484916,-0.6192379084511742,-0.4355020394560535
1116,PATH,1.5637550647144476,0.8799459877745321,,-0.35697002707839776,-0.19450958515968583,0.03929786015977011,-0.09508044842162602,-0.2869281649562504,-0.12564730452043965,0.5448458033171454,0.5029896432495135,0.6670350159652874,0.4329269750254216,-0.8228350111292895,1.262134053531577,-1.3133127237978692,0.6543242219100063,-0.46705093167684486,-0.45695453389374574
388,WINDOW,1.604875440061061,-1.0162387362361265,,-0.35697002707839776,-0.19450958515968583,-0.49589838154526134,-0.12123932718724821,-0.3946510676759067,-0.13300209896306972,-0.7367290295746771,-0.7623475041523868,-0.6858784202934304,-0.7648134066195967,0.36658983845231746,-0.2650049721717126,0.0813921353477857,-0.7176810740074718,0.6857690133857881,-0.49114348635185034
564,CEMENT,-0.5745044533094439,-0.7378996941795162,,-0.35697002707839776,-0.19450958515968583,-0.5370675993949583,-0.11963163584340464,-0.47159626332032195,-0.13354544389806558,0.5865624290727832,0.544216241028206,0.6951143012821271,0.49098068619989854,-0.8612036075756463,1.2053631430153255,-1.1786515364462562,0.6827997526629694,-0.5232963995485875,-0.4762418026422937
1494,FOLIAGE,1.097724144119497,-0.7031073139224399,,-0.35697002707839776,-0.19450958515968583,8.396587025214929,15.215578497633187,1.636695992215125,1.921404909981555,-0.3603088507737998,-0.372281115693048,-0.35913705672759605,-0.3462153940125256,0.1843393290667514,-0.28771328528434265,0.3026211521795981,-0.38632884614631235,0.3384351148966044,-0.6202185689660515
1546,GRASS,1.7282365661009007,1.5931897830445965,,2.4101466249419325,-0.19450958515968583,-0.14596247710895646,-0.08196828649810955,0.09779678835885387,-0.0973478550465986,-0.6455344405879323,-0.6735519153617524,-0.7496950989673518,-0.48676652764411327,0.27066856315951116,-1.2244342591484896,1.8031310939234209,-0.6684959562062992,0.062003241325370884,2.459476341861808
24,BRICKFACE,-0.39631616014078624,-0.6857111237939016,,-0.35697002707839776,-0.19450958515968583,-0.14596236595288758,-0.0988158940483591,-0.2253722522023764,-0.10131525481854811,-0.3457565394636937,-0.2644579476225011,-0.32595237370859576,-0.44399010164735636,1.0188552097101966,-0.1514629467637266,-0.7650493305188559,-0.3526758720348892,-0.1230869336010247,-0.152698262503929
1346,BRICKFACE,-1.4106187520239142,-1.1032196868788173,,-0.35697002707839776,-0.19450958515968583,-0.516482744074157,-0.12061866566479328,-0.3177061213331874,-0.12776515568108246,-0.4485929774985233,-0.3849662161153903,-0.42295368945351236,-0.535653895211099,0.9421181117796407,-0.19687977736446932,-0.6111509419900029,-0.45104603774262264,0.01573016104122215,-0.18581793255655205
442,WINDOW,1.166258103030519,0.514625995075231,,-0.35697002707839776,-0.19450958515968583,-0.7017428590307457,-0.12730816296443143,-0.6716529520702239,-0.14017138892433267,-0.9705364003713949,-0.9367674137634301,-1.0151724482493412,-0.9389746363900207,1.095592307640752,-1.093861032117047,0.7546978729997241,-1.0516219886005556,-1.8698001203733807,0.8819424732774603
1943,WINDOW,0.6454000153067506,0.2536831431471587,,-0.35697002707839776,-0.19450958515968583,0.20397324206723352,0.09732668613268365,1.4981951885189086,0.7037677806050753,-0.6513553913061614,-0.702093355635222,-0.5735610952340519,-0.6884269119831444,0.06923362605691562,-0.015212710430851838,-0.043650347533749675,-0.6037787646099889,0.8250081230334004,-0.5236416732150373
559,CEMENT,-1.3146712095484832,-0.7900882645651306,,-0.35697002707839776,-0.19450958515968583,-0.45472984174758524,-0.11171705156422253,0.05162963219194093,-0.10067247595842004,0.8562655534894691,0.7662052272755122,1.0167503360678083,0.7415283831076338,-1.5134688838713677,1.7730727591165485,-1.4864484866397254,1.0089746070602803,-0.4441582710936571,-0.5064557605275641
808,GRASS,0.974363018079657,2.0454907263865887,,-0.35697002707839776,-0.19450958515968583,-0.12537800342399197,-0.10213897487702306,-0.34848407771012435,-0.11965731180026855,-0.754191829340991,-0.7686900400928378,-0.8543544308565005,-0.6120404035971219,0.4816955414621532,-1.2868823169196242,1.6973259247573718,-0.7746322287062133,0.36164396918230657,2.355636168710887
97,CEMENT,0.9058290591686349,-0.38997589160875307,,-0.35697002707839776,-0.19450958515968583,-0.2900533853314552,-0.109929677350881,-0.36387302819840434,-0.11999945566854016,0.20917214857293834,0.17634875690188576,0.2968983347941491,0.13349185555241874,-0.4679259472289701,0.7568723879043603,-0.8131425498816598,0.2789642963079307,-0.4562229070233655,-0.4732990111467913
403,WINDOW,0.878415475604226,0.3058717135327731,,-0.35697002707839776,-0.19450958515968583,-0.7017428590307457,-0.12730816296443143,-0.6716529520702239,-0.14017138892433267,-0.9705364003713949,-0.9367674137634301,-1.0151724482493412,-0.9389746363900207,1.095592307640752,-1.093861032117047,0.7546978729997241,-1.0516219886005556,-1.8698001203733807,0.8819424732774603
191,GRASS,1.604875440061061,1.0365116989313756,,-0.35697002707839776,-0.19450958515968583,-0.1459625512130025,-0.10641692713350577,-0.07148219331580709,-0.10959664633905493,-0.5679220612123265,-0.5752424941190013,-0.7292737378987343,-0.36149267919024564,0.39536630736939354,-1.5423516850402712,2.216733299850821,-0.562359707004589,-0.02912247849316162,2.2252583268745147
1720,FOLIAGE,-1.6299274205391852,-0.05944827916652812,,-0.35697002707839776,-0.19450958515968583,-0.5782361354874321,-0.1253260915403981,-0.5331520098730653,-0.1388488968398101,-0.9404615922308183,-0.9304248715438623,-0.9462504407952667,-0.9328637162691217,0.8557888863198044,-0.810006208738274,0.5142315424524259,-0.9817273769439888,2.5102206929621738,-0.44934595929487625
1978,CEMENT,1.289619229070359,0.04492886160470081,,-0.35697002707839776,-0.19450958515968583,-0.5576515061839711,-0.12590419451649817,3.2217619921358596,0.614342779368055,-0.022694940243285094,0.020956512195075914,-0.027290341407606063,-0.05900213018083963,0.41455056242795474,-0.04927520564673226,-0.33220992341421596,-0.049799221523100505,-0.7379645046257732,-0.3748582482252926
164,PATH,0.878415475604226,1.1060964594455283,,-0.35697002707839776,-0.19450958515968583,-0.2488846232216412,-0.10492741145854491,0.17474162390081943,-0.09954976559278059,0.3003667637538697,0.32222719769801905,0.3607150594160757,0.20376747736649425,-0.04587199062368601,0.6490076068296111,-1.0536090795350852,0.34368158109705677,-0.530588740000918,-0.3782832651193456
1684,FOLIAGE,-1.3557915848950965,0.23628695301862052,,-0.35697002707839776,-0.19450958515968583,-0.6811583990550297,-0.1268952312542369,-0.640874959683042,-0.13966758221433054,-0.9637453152114653,-0.9367674137634301,-0.9973037791396032,-0.9389746363900207,1.0284473458724004,-1.0143816756441015,0.6873672966374939,-1.0335011628385224,1.5368828317769576,-0.4733588687009595
789,GRASS,1.4403939386746076,0.6711917062320744,,-0.35697002707839776,-0.19450958515968583,-0.08420916721013186,-0.1033382067480666,-0.41004012896494046,-0.1304091224983769,-0.516503816000725,-0.5435297858753062,-0.6501410728843535,-0.32482713976543587,0.17474711520823666,-1.3152678130528463,2.0532160943136444,-0.5312954196250902,-0.194346499617968,2.402885715934082
722,SKY,0.7276407659999772,-1.868652052534496,,-0.35697002707839776,-0.19450958515968583,-0.5782356464007287,-0.12066007919314785,-0.2561504855811978,-0.11965734750756025,1.9884364473773763,1.904691655868393,1.994421877245247,2.0400990256700204,-2.3767611384697314,1.6708850179995542,-0.44763382302070764,2.000442720402854,-0.8190380328774922,-0.661412214190058
1233,CEMENT,0.8235883084754082,-0.6683149336653635,,-0.35697002707839776,-0.19450958515968583,2.7358619491329037,1.6896732055928925,0.11318557264600326,0.01607178307015577,0.31685935704447005,0.3475973985427036,0.35305706624584576,0.24043298929216328,0.021272902081278435,0.501403086205745,-0.8708546728206686,0.33591552090128374,-0.6489755779610266,-0.3826504722714363
1012,GRASS,1.1251377276839059,1.5931897830445965,,-0.35697002707839776,-0.19450958515968583,0.49215557724055287,-0.08181218274904409,0.02085170351519229,-0.11269558696531723,-0.3467266673568475,-0.41985024941219146,-0.49442840724566856,-0.0956676696056495,-0.3815967131362103,-1.2698510284365874,2.534148720781088,-0.33714375164334376,-0.07470693190503744,2.4814377225762323
1378,BRICKFACE,-1.3969119602417097,-0.616126363279749,,-0.35697002707839776,-0.19450958515968583,0.03929767489965529,-0.05595358456377316,0.14396377832463622,-0.12247517822913115,-0.4311302039263959,-0.4008225559665176,-0.38721636501843804,-0.508154754392062,0.625577566629367,-0.06062948993772395,-0.5245830605690749,-0.4148044001974791,-0.008710749299063365,-0.2732415405459489
1479,FOLIAGE,1.317032812634768,-0.2160139903233715,,-0.35697002707839776,-0.19450958515968583,-0.4753138337562509,-0.12194005345229593,-0.5639300022602471,-0.13607796060643548,-0.9356108165552789,-0.9367674137634301,-0.9232764383105752,-0.9389746363900207,0.7502753712697131,-0.6851100676490696,0.40842634731601196,-0.9584291730584666,2.5102206929621738,-0.4733588687009595
563,CEMENT,-0.5333840779628306,-1.7990672920203434,,-0.35697002707839776,-0.19450958515968583,-0.3518063024788361,-0.1045601516733473,-0.13303827227081158,-0.12209939809208831,0.7369366269407853,0.6742382848903314,0.8610378312471407,0.6406981909381185,-1.1681519475003288,1.4324469383619443,-1.2556006008588605,0.8510647397111044,-0.5139367768727788,-0.4983606896127655
81,FOLIAGE,1.454100730456812,0.010136481347624501,,-0.35697002707839776,-0.19450958515968583,0.5744935831364799,0.2063406055351953,-0.16381614554718338,-0.030782350785470557,-0.891953840714262,-0.8955408901924825,-0.8798810977312687,-0.8931427368582352,0.6927225629294124,-0.651047470245448,0.40842634731601196,-0.9144214520193465,2.0519347352420616,-0.4892400808401802
1482,FOLIAGE,1.3033260208525634,0.010136481347624501,,-0.35697002707839776,-0.19450958515968583,-0.6194050346897313,-0.12664747239312765,-0.5485410102216846,-0.1389118727019402,-0.9472526787004572,-0.9367674137634301,-0.9590137765300509,-0.9328637162691217,0.865381013849085,-0.8554229780263718,0.5815621101578681,-0.9946708245825324,2.5102206929621738,-0.5169514105634077
1636,CEMENT,-1.5202730862815497,0.3928526641754639,,2.4101466249419325,-0.19450958515968583,-0.37239150238345126,-0.11673712042386955,-0.36387305589859287,-0.12757622500006038,-0.6930720694501721,-0.708435891575673,-0.6552464016645065,-0.7159260253030406,0.42414271585600555,-0.3160987916363391,0.11024806696546795,-0.6866167866279728,0.26705549250916755,-0.48275203965533414
1372,BRICKFACE,-0.7663995382603059,-0.842276834950745,,2.4101466249419325,-0.19450958515968583,0.08046647406149239,-0.09592535798446822,-0.25615001467799436,-0.10257484143531567,-0.37486121447227905,-0.3088557277470981,-0.34126836004905503,-0.47454467200279643,0.9037495584979012,-0.0833377519564833,-0.7650493305188559,-0.36820799242643465,-0.014856049900797667,-0.1805334488311317
2039,BRICKFACE,-1.4928595027171407,-0.11163684955214258,,-0.35697002707839776,-0.19450958515968583,-0.5988205795307783,-0.12392212398439706,-0.5331519932529521,-0.13658176719741333,-0.8162817433191504,-0.7401485998193682,-0.8441437572143926,-0.8473108345765357,1.3545800099190315,-0.8554229780263718,0.09101079653392286,-0.8781797981654603,0.5548541332939209,0.11855371831335262
1331,BRICKFACE,-0.039939573803471,-0.3029949409660623,,2.4101466249419325,-0.19450958515968583,-0.10479364089509643,-0.11401177355372205,-0.2253720860012457,-0.09375819761238754,-0.36709995557936925,-0.3088557277470981,-0.32850501512466973,-0.46537830089616444,0.8270124605673455,-0.04359816568897782,-0.755430773214177,-0.35526453546860953,-0.015533945722077483,-0.21542690852407537
1952,WINDOW,1.042896976990679,0.16670219250446788,,-0.35697002707839776,-0.19450958515968583,-0.4753138337562509,-0.12194005345229593,-0.6100969783759354,-0.1389118727019402,-0.9511333002886562,-0.9272536001486639,-0.9743297766549117,-0.9359191763295711,0.9900788012235844,-0.9349023191711562,0.591180771344005,-1.0102029589530004,2.3479978620986643,-0.4116685732907355
2307,CEMENT,0.0423011768897556,0.6537955161035361,,-0.35697002707839776,-0.19450958515968583,-0.49589836672445226,-0.12169229184849507,-0.45620702198006324,-0.13740045581959692,-0.7832964781553899,-0.7782038639825224,-0.7650110853078111,-0.8014789322948361,0.6831304181342848,-0.5204742738703277,0.19681594838639596,-0.7979304325917355,0.49943066392821633,-0.4098853358634868
508,CEMENT,-0.9857082067755768,-1.416351109192504,,-0.35697002707839776,-0.19450958515968583,0.5127399768214713,-0.11142451228667856,-0.5023740534961283,-0.1310910756581825,-0.23030807209925216,-0.23908774677781655,-0.1830030759682985,-0.2759398271967317,0.1076021361740382,0.12671482132913042,-0.3225913661095366,-0.2077093218543152,-0.3898201270852893,-0.4517522976832957
2022,BRICKFACE,-0.9034674560823502,-0.2160139903233715,,-0.35697002707839776,-0.19450958515968583,-0.5988206128775989,-0.12392212398439706,-0.5331520375732537,-0.13809318765048573,-0.8279236002254913,-0.7528336802627023,-0.8543544308565005,-0.8595326764682821,1.3545800099190315,-0.8554229780263718,0.09101079653392286,-0.8833571809485904,0.7634265634051873,0.11745609254708676
1531,SKY,0.6728135988711595,-0.8074844546936687,,-0.35697002707839776,-0.19450958515968583,-0.3312217028169935,-0.12037098723367287,-0.31770656453620233,-0.11718535380842993,2.589932505412161,2.7323934237990124,2.3696640709885584,2.687856522186448,-0.8132428836000091,0.6546846467873659,-0.29373534792397293,2.380980205854409,-1.311850380662885,-0.5916184354520174
393,WINDOW,-0.0810599491500843,0.514625995075231,,-0.35697002707839776,-0.19450958515968583,1.1714426530640372,-0.0037884598273211817,-0.6562639727737479,-0.1378575117037397,-0.8822522893631833,-0.8511430929430213,-0.9258291072954523,-0.8503662916120798,0.999670928752865,-1.0143816756441015,0.7162232585539344,-0.9610178644500318,-1.4974246354895704,-0.5557495241141799
728,SKY,0.48091851392029744,-1.625105390734962,,-0.35697002707839776,-0.19450958515968583,-0.6194053459267245,-0.12123935528311344,-0.502374485619068,-0.12977179835214117,1.94283917907819,1.850779843501597,1.948473872275864,2.0034334312469286,-2.4151299939037907,1.6311453295443075,-0.3418286538546581,1.9538463126318093,-0.8061101386456836,-0.6745448321527581
1280,CEMENT,0.8235883084754082,-0.23341018045190964,,-0.35697002707839776,-0.19450958515968583,6.132297142990212,8.236702705291165,-0.31770623213394106,-0.13003226995234035,0.35663575320798657,0.3793100782449583,0.3734783354184536,0.3107085011096754,-0.08424058707004277,0.40489253832811717,-0.6015322981174424,0.35662496816027034,-0.7780675371905921,-0.43331740050609846
2070,BRICKFACE,0.34385059609825314,-0.1812216100662952,,-0.35697002707839776,-0.19450958515968583,-0.516482744074157,-0.12160970739735251,-0.4562070552202894,-0.13664474227738363,-0.8240429838761296,-0.7338060638789171,-0.8620124355137315,-0.85647721393291,1.4888699075569647,-0.929225223010144,0.0813921353477857,-0.8859458746699758,0.6678310761468539,0.2720049971542839
1989,BRICKFACE,1.2484988537237456,0.04492886160470081,,-0.35697002707839776,-0.19450958515968583,-0.4958983074412155,-0.12268332845244398,-0.5177630039844083,-0.1389118745723221,-0.8415057836424436,-0.7528336802627023,-0.882433769013546,-0.8686990530747424,1.4888699075569647,-0.9632878050856043,0.13910405918066712,-0.8988893246383397,0.8068792168870046,0.313970643049883
1638,CEMENT,1.193671686594928,0.49722980494669283,,-0.35697002707839776,-0.19450958515968583,1.1508582905351417,0.04314993312196028,-0.009926308262121531,-0.08468966265145317,-0.2749352386994707,-0.3564247758419206,-0.14981832402729078,-0.34315993697698155,-0.5158866712046073,0.6092679183743644,-0.5149644166965143,-0.1740562778482804,0.16003480855966493,-0.5195211438969878
2182,SKY,-0.8897606643001458,-1.2423892079071226,,-0.35697002707839776,-0.19450958515968583,-0.43414477523025286,-0.11401165871744744,-0.4562071466309112,-0.1275761756899909,1.9535109526214942,1.9459180538570031,1.9535793848480372,1.9392686960048,-1.657351142127514,1.602760027567794,-1.0536090795350852,1.959023872481289,-0.9132940221706911,-0.5609059450291154
2151,SKY,-0.06735315736787986,-0.8596730250792832,,-0.35697002707839776,-0.19450958515968583,-0.5782356464007287,-0.12532608395897413,-0.5331516636207098,-0.1388488935411365,1.6973899592333872,1.6065921527113542,1.8157351401998632,1.624556318853218,-2.204102670284212,2.181823979053879,-1.4864484866397254,1.8192344161861167,-0.6574786875667874,-0.5549968072816599
1201,WINDOW,0.15195551114739106,-0.5465416027655964,,-0.35697002707839776,-0.19450958515968583,2.2830028611272706,0.8710780071563504,-0.3946510676759067,-0.13714855447950733,-0.5669518809307996,-0.6037839343924709,-0.49442840724566856,-0.6120404035971219,0.1267864775618335,0.018849989160511033,-0.15907416057235987,-0.5235293827275214,0.4671585391749357,-0.4855751160425009
451,CEMENT,0.6179864317423418,0.6190031358464599,,2.4101466249419325,-0.19450958515968583,0.14221985806436296,-0.09562793426304968,-0.22537216910181107,-0.12007923766060441,-0.4330705121010767,-0.3564247758419206,-0.5020863774418957,-0.41954639036472263,1.0476316181968086,-0.815683279352351,0.33147710976764466,-0.5312954196250902,-1.2071913601357245,-0.1512825181038365
827,WINDOW,1.0566037687728835,0.09711743199031526,,-0.35697002707839776,-0.19450958515968583,-0.6194050198689222,-0.11517050099833646,0.28246472052179483,-0.07548200188001428,-0.9103867840902417,-0.8669994499190128,-0.9564611075451739,-0.8870318172873192,1.1339608566060302,-1.0541213538805743,0.6488926865200982,-0.9894934441292228,-1.4468616314202165,0.16922109952410036
725,SKY,-1.2050168752908477,-1.0858234967502791,,-0.35697002707839776,-0.19450958515968583,-0.4753139819643429,-0.1163674247717518,-0.5177628931836545,-0.13554365658766063,1.8865701372356998,1.7778407943521721,1.9331580237794195,1.9148251497170117,-2.5206434830551117,1.8582293803602796,-0.6207695858625637,1.938314332029487,-0.7359478992431053,-0.6500199950590833
