index,sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings
2182,M,0.21656482344832728,0.22288165404556246,0.48972130319072543,0.2054651242372623,-0.1908763999250232,-0.06471428519303736,0.8345324190266349,13
2297,M,-0.4079516313385592,-0.48248003906395703,-0.4665974828904303,-0.5113127540031227,-0.3463077462387569,-0.5527895114820868,-0.4944650824921786,8
2223,F,0.25819925376745306,0.4747965444418196,0.967880696231303,0.26358224949999615,-0.2854867846377304,0.13142809546517895,1.0859643787734377,14
2801,M,0.9659845691925902,1.0793922813928363,-1.4229162689715857,0.43487482922173837,0.7011643702233605,-0.04646848234111026,-0.4585462310997784,10
3216,M,0.8827157085543387,1.0290093033135848,1.2069603927515922,1.3657684321143007,0.2393755876970506,1.1577545058860772,2.1994487719378495,16
271,M,0.5496402660013325,0.9282433471550819,1.4460400892718812,0.7305584489795074,0.23712295948960546,0.8202071531254265,0.9422889732038362,16
3458,F,0.7161779872778355,0.6259454786795734,0.48972130319072543,0.5011487439950314,0.5997961008883168,0.5054670539296843,0.3675873509254301,8
2588,F,0.38310254472482946,0.2732646321248139,0.011561910150147896,0.06068211042483755,0.1402599465694526,0.1405509968911425,-0.06703075092261418,8
1072,I,-1.0324680861254447,-0.8855438636979679,-1.0642967241911525,-0.9803281508602736,-0.745022938956595,-1.164023907021644,-1.0907180156060248,6
2433,F,1.1325222904690933,1.0793922813928363,0.967880696231303,1.4157287678664758,0.8137957805956313,1.4223186472390201,2.2712864747226504,16
1248,I,-1.0741025164445706,-1.1374587540942251,-1.0642967241911525,-1.1342875528720775,-1.1009381957329702,-1.0773563434749902,-1.105085556162985,8
1167,M,0.7994468479160871,0.6259454786795734,-0.10797793810999666,0.38899288822484324,0.7755011010690589,0.18160405330797846,0.06227711409002707,8
300,F,-0.990833655806319,-1.036692797935722,-1.0642967241911525,-0.9793085521714536,-0.9635278750788,-0.8310380049739747,-0.9973290019857838,9
2487,F,0.8827157085543387,1.0290093033135848,1.0874205444914475,0.8284399231062173,0.6853959727712423,1.536354915063564,0.48611956052035143,11
1810,M,1.007618999511716,0.9282433471550819,0.48972130319072543,1.1271823389304456,1.4084896273612204,1.326528182266403,0.5471816078874321,9
3105,I,-1.9484255531462111,-1.9435864033622472,-1.9010756620121636,-1.462598330672083,-1.3802640934562014,-1.4787640062173861,-1.4858253809224289,5
2789,F,0.7994468479160871,0.5755625006003224,0.011561910150147896,0.6765197184720532,1.0863637936965262,0.35493918040128564,0.48971144565959146,9
1327,M,0.3414681144057037,-0.18018217058844843,-0.34705763463028577,-0.17280598931491786,-0.03319242540384413,-0.46156049722245124,-0.5052407379098987,11
3219,M,1.2574255814264705,1.180158237551339,0.8483408479711584,1.1689858851720611,0.5569961649468539,1.2763522244236034,1.6247471496594434,16
207,I,-0.7410270738915649,-0.6840119513809622,-0.7056771794107191,-0.9160934334646202,-0.9455068494192367,-0.8720910613908106,-0.8536535964161824,8
4013,M,0.8410812782352128,0.9786263252343333,0.8483408479711584,0.6163633958316793,0.8250589216328581,0.4187994903830305,0.6046517701152724,8
3534,I,-1.0324680861254447,-0.9359268417772193,-1.183836572451297,-1.0170337036577897,-0.9387489647969004,-1.0271803856321908,-1.1410044075553853,6
1425,F,1.7570387452559788,1.5832220621853494,1.5655799375320252,2.6484235826497264,2.6564456542859793,2.548996973345518,2.3431241775074505,12
1976,M,1.4239633027029728,1.3816901498683447,1.0874205444914475,1.514629840682005,1.3747002042495389,1.8510950142593066,1.5205824806214823,13
1147,M,0.46637140536308097,0.42441356636256816,0.011561910150147896,0.2707194403217355,0.5705119341915265,0.008268926214671039,0.10178785062166751,9
842,M,-0.19977947974293037,-0.07941621442994556,-0.34705763463028577,-0.47154840513914675,-0.402623451424892,-0.4843677507873601,-0.5232001636060989,9
1233,I,-1.2822746680401993,-1.2886076883319788,-1.303376420711441,-1.2474630073310855,-1.1257171060148699,-1.3282361326889878,-1.2703122725680267,6
323,I,-2.1565977047418396,-2.04435235952075,-1.6619959654918746,-1.4748335149379217,-1.4433376832646732,-1.2734987241332063,-1.4642740700869887,5
1874,I,0.09166153249094999,0.4747965444418196,0.011561910150147896,0.35228733542732704,0.7687432164467229,-0.037345580915146705,0.03713391811534679,9
2095,M,-0.907564795168068,-1.0870757760149736,-0.9447568759310079,-1.0058181180807708,-0.9229805673447825,-1.022618934919209,-1.0332478533781841,7
1452,I,-0.449586061657685,-0.6336289733017113,0.011561910150147896,-0.7488792484981577,-0.587338964435416,-0.6394570750287404,-0.8823886775301027,9
2579,M,0.008392671852698458,0.07173271980780817,-0.10797793810999666,-0.0698265217441089,0.15602834402157026,0.07669068690939741,-0.2645844335808164,7
3811,M,0.25819925376745306,0.37403058828331676,-0.2275177863701412,0.0688388999353967,0.28442815184595893,-0.23348796157336277,0.008398837001426464,9
1909,F,0.46637140536308097,0.42441356636256816,1.3265002410117366,-0.004572205659635676,0.1988282799630334,-0.06927573590601888,-0.09935771717577455,9
2835,M,0.38310254472482946,0.1221156978870596,0.011561910150147896,0.09330926846707416,0.25514398514916875,-0.14225894731372726,0.08023653978622727,8
2044,F,-1.0324680861254447,-1.036692797935722,0.48972130319072543,-0.9395442033074778,-0.8396333236693022,-1.004373132067282,-0.9614101505933834,7
1889,M,0.3414681144057037,0.07173271980780817,-0.34705763463028577,-0.3298241873931816,-0.25845524614838566,-0.23804941228634455,-0.3867085283149776,7
2571,M,-0.4912204919768103,-0.6840119513809622,-0.8252170276708637,-0.6989189127459831,-0.5783284516056343,-0.7033173850104851,-0.8356941707199822,9
1030,F,1.007618999511716,1.0793922813928363,0.25064160667043633,0.7815383834205019,0.7011643702233605,0.22721856043779598,1.0500455273810374,10
2746,I,-0.32468277070030765,-0.43209706098470557,0.011561910150147896,-0.7774280117851148,-0.7652965928236036,-0.8036693006960841,-0.0598469806441341,8
3773,F,0.4247369750439552,0.525179522521071,0.25064160667043633,0.20036713079316293,-0.11879229728677017,0.2409029125767413,0.4286493982925108,9
943,I,-0.4912204919768103,-0.6336289733017113,-0.7056771794107191,-0.7896631960509535,-0.8283701826320752,-0.8219151035480112,-0.8536535964161824,7
2445,M,-0.19977947974293037,-0.2809481267469513,-0.10797793810999666,-0.5000971684261037,-0.5850863362279705,-0.49349065221332367,-0.42262737970737796,12
849,M,0.21656482344832728,0.42441356636256816,0.25064160667043633,0.37879690133664407,0.2145966774151513,0.19072695473394202,0.3496279252292299,10
2946,M,0.9243501388734644,1.1297752594720876,0.8483408479711584,0.9446741736316845,1.0841111654890805,0.8065228009864805,0.9207376623683963,11
3380,I,-2.7811141595287254,-2.8000970307095208,-2.259695206792597,-1.635930107771465,-1.5784953757113978,-1.601923175467894,-1.6510520973274705,5
3337,I,1.1325222904690933,1.180158237551339,0.967880696231303,1.763411920754059,1.095374306526308,2.006184338500687,1.3014774871278398,15
2549,I,-2.031694413784462,-1.9939693814414985,-2.0206155102723082,-1.473813916249102,-1.432074542227446,-1.4057807948096779,-1.493009151200909,5
1713,M,1.007618999511716,0.9282433471550819,0.8483408479711584,1.037457654314295,0.8768693704041024,1.162315956599059,1.2655586357354394,10
3977,I,-0.4079516313385592,-0.5832459952224599,-0.4665974828904303,-0.689742524546604,-0.7022230030151321,-0.46156049722245124,-0.7458970422389812,7
909,I,-1.5737156802740793,-1.5909055568074875,-1.5424561172317304,-1.3106781260379188,-1.193295952238232,-1.300867428411097,-1.3960282524414278,7
2316,M,0.09166153249094999,0.2732646321248139,0.3701814549305809,0.12797562388695033,-0.08049761776019786,-0.03278413020216493,0.08023653978622727,13
2280,M,-0.6993926435724391,-0.3313311048262027,-0.2275177863701412,-0.6968797153683431,-0.6008547336800885,-0.7671776949922299,-0.6022216366693798,9
1316,M,0.25819925376745306,0.3236476102040653,0.011561910150147896,0.08515247895651501,0.2145966774151513,-0.2243650601473992,0.11615539117862768,9
2971,M,1.5905010239794757,1.4320731279475962,0.8483408479711584,2.031566375913691,2.6068878337221797,1.8237263099814158,1.4451528926974413,11
3319,F,1.5072321633412242,1.4824561060268477,1.4460400892718812,1.304592510785107,0.5051857161756094,1.3037209287014941,2.019854514975848,19
595,I,0.4247369750439552,0.4747965444418196,0.967880696231303,0.048446926158998815,-0.2607078743558311,0.01739182764063459,0.4394250537102309,13
3341,F,-0.28304834038118193,-0.18018217058844843,-0.10797793810999666,-0.48684238547144526,-0.6504125542438876,-0.507175004352269,-0.3903004134542176,12
1090,I,-0.6161237829341876,-0.7847779075394651,-0.9447568759310079,-0.8518587160689669,-0.7427703107491495,-0.7352475400013575,-1.011696542542744,6
226,F,-1.1157369467636964,-1.1878417321734764,-0.34705763463028577,-1.0669940394099644,-1.0739066572436253,-0.8994597656687013,-1.0691667047705846,7
1280,M,-0.24141391006205615,-0.129799192509197,-0.4665974828904303,-0.5622926884441174,-0.6098652465098702,-0.39313873652772463,-0.5160163933276191,8
2270,F,0.6329091266395841,0.6763284567588248,0.967880696231303,0.6795785145385125,0.6831433445637972,0.7928384488475357,0.5831004592798326,18
2368,F,1.6321354542986015,1.885519930660858,2.0437393305726035,2.3252107982938206,2.005436102334255,2.211449620584866,3.025582353963058,16
402,F,-0.7410270738915649,-0.8351608856187165,-0.7056771794107191,-0.8059767750720718,-0.817107041594848,-0.7489318921403028,-0.6022216366693798,7
3563,I,0.4247369750439552,0.4747965444418196,0.3701814549305809,0.08923087371179458,-0.046708194648516874,0.26371016614165016,0.3316684995330297,8
2852,F,1.007618999511716,0.827477390996579,0.48972130319072543,0.6887549027378919,0.6043013573032077,1.2307377172937857,0.43224128343175083,9
324,M,-1.5737156802740793,-1.4397566225697331,-0.8252170276708637,-1.2372670204428866,-1.197801208653123,-1.1366552027437533,-1.1769232589477858,7
2231,F,-0.1581450494238046,-0.07941621442994556,0.60926115145087,-0.20339394997951468,-0.41388659246211906,-0.23348796157336277,0.08023653978622727,9
3308,M,-2.073328844103588,-2.0947353376000013,-1.4229162689715857,-1.4880882978925805,-1.4523481960944544,-1.4285880483745867,-1.500192921479389,5
1095,I,-0.4079516313385592,-0.5832459952224599,-0.7056771794107191,-0.7590752353863567,-0.6909598619779049,-0.744370441427321,-0.7818158936313816,6
3976,I,-0.6161237829341876,-0.5832459952224599,-0.10797793810999666,-0.6826053337248648,-0.625633643961988,-0.785423497844157,-0.7063863057073407,7
2561,I,-0.6993926435724391,-0.6336289733017113,-0.5861373311505745,-0.5786062674652355,-0.40712870783978306,-0.6348956243157585,-0.7782240084921416,6
543,M,-0.6577582132533134,-0.5832459952224599,-0.5861373311505745,-0.9527989862621364,-0.9139700545150009,-1.0134960334932455,-0.8752049072516227,8
1071,I,-1.157371377082822,-1.1878417321734764,-1.4229162689715857,-1.1832282899354323,-1.0694014008287345,-1.1959540620125162,-1.2487609617325865,7
1744,F,1.340694442064722,1.5832220621853494,0.8483408479711584,1.6502364662950513,1.8837941791322022,1.7735503521386162,1.4307853521404807,11
1614,I,0.21656482344832728,0.07173271980780817,0.13110175841029179,-0.09633608765342615,0.06141795930886306,-0.18787345444354503,-0.12450091315045483,8
1917,M,0.6329091266395841,0.6763284567588248,0.25064160667043633,0.3288365655844694,0.11998629270244386,0.35493918040128564,0.5148546416342717,10
2330,I,-0.8659303648489421,-0.6336289733017113,-0.5861373311505745,-0.9895045390596525,-0.9364963365894551,-0.9222670192336101,-0.8895724478085827,9
1794,I,0.4247369750439552,0.42441356636256816,-0.2275177863701412,-0.029042574191313134,0.19657565175558772,-0.0829600880449642,-0.1855629605175355,10
2264,I,0.5496402660013325,0.42441356636256816,0.48972130319072543,0.13103441995341014,-0.38234979755788323,0.34581627897532213,0.7626947162418342,14
847,F,0.17493039312920153,0.3236476102040653,-0.10797793810999666,0.18303395308322462,0.31371231854274934,0.19072695473394202,-0.009560588694773737,10
3740,F,1.0492534298308418,0.9282433471550819,0.7288009997110145,1.174083878616161,1.5076052684888186,1.2535449708586945,0.6082436552545128,11
184,F,1.007618999511716,1.0290093033135848,1.4460400892718812,1.506473051171446,1.178721550201788,1.7005671407309084,1.588828298267043,12
1219,I,-1.656984540912331,-1.8428204472037442,-1.5424561172317304,-1.4065204027869889,-1.3644956960040835,-1.3556048369668783,-1.0691667047705846,6
355,M,1.4655977330220984,1.7343709964231038,1.5655799375320252,2.6535215760938256,1.7216049481961329,2.8226840161244233,2.4508807316846517,20
3254,F,-0.7410270738915649,-0.5832459952224599,-0.8252170276708637,-0.8345255383590288,-0.745022938956595,-0.7306860892883758,-0.7818158936313816,7
2106,M,0.5912746963204583,0.4747965444418196,0.3701814549305809,0.43283563184409835,0.25514398514916875,0.2728330675676137,0.9063701218114357,14
2393,I,-1.8651566925079597,-1.8932034252829957,-1.183836572451297,-1.3993832119652496,-1.3622430677966382,-1.341920484827933,-1.406803907859148,7
1828,I,-1.4488123893167024,-1.4397566225697331,-1.4229162689715857,-1.282129362750962,-1.213569606105241,-1.2643758227072428,-1.2846798131249868,7
471,F,-0.07487618878555308,-0.029033236350694134,-0.4665974828904303,-0.37264733232361735,-0.31477095133452104,-0.36577003224983395,-0.4441786905428182,10
3819,M,0.38310254472482946,0.42441356636256816,0.011561910150147896,0.20138672948198272,0.5299646264575092,-0.18331200373056325,0.09101219520394739,8
783,I,-1.157371377082822,-1.2886076883319788,-0.34705763463028577,-1.1924046781348112,-1.159506529126551,-1.300867428411097,-1.105085556162985,6
498,F,0.7578124175969614,1.180158237551339,0.3701814549305809,0.42773763839999895,0.3047018057129679,0.46441399751284823,0.7626947162418342,11
3003,F,1.0908878601499674,0.9786263252343333,0.8483408479711584,0.9416153775652252,1.176468921994343,1.0574025902004782,0.626203080950713,10
3421,M,0.6329091266395841,0.6763284567588248,0.25064160667043633,0.5307171059708081,0.721438024090369,0.38686933539215806,0.38195489148239026,11
4103,M,1.4655977330220984,1.3816901498683447,1.8046596340523142,2.2099961464571725,2.356846102695739,2.352854592687301,1.9192817310771266,10
2339,M,0.9659845691925902,1.1297752594720876,1.4460400892718812,1.17918187206026,0.9309324473827929,1.1258243508952048,1.5529094468746425,17
3268,M,-0.9491992254871937,-0.9863098198564707,-0.34705763463028577,-0.956877381017416,-0.9815489007383633,-0.8401609063999382,-0.8895724478085827,11
848,F,0.21656482344832728,0.22288165404556246,-0.34705763463028577,0.19221034128260356,0.1988282799630334,-0.05102993305409203,0.3173009589760699,8
4008,M,0.5080058356822067,0.4747965444418196,0.3701814549305809,0.6204417905869588,0.8656062293668756,0.38686933539215806,0.4753439051026313,12
2848,F,0.8410812782352128,0.7770944129173276,0.48972130319072543,0.867184673281373,1.0435638577550632,0.7152937867268456,0.7878379122165144,9
2666,M,0.46637140536308097,0.4747965444418196,-0.2275177863701412,0.04742732747017881,0.22811244665982353,-0.0738371866190009,-0.09935771717577455,8
3798,F,1.4239633027029728,1.280924193709842,0.8483408479711584,1.08537879268883,0.8430799472924214,0.920559068811025,1.6247471496594434,10
3909,F,-0.5744893526150618,-0.3313311048262027,-0.34705763463028577,-0.756016439319897,-0.7247492850895861,-0.6348956243157585,-0.8536535964161824,10
